Example	Perfect	Aspect	Transitivity	Lex_group	Location	Gender
pa imAlo Ispit prvO 	No_AUX	not_perf	intrans	modal		
i ovdEk onA imAla nEšto pOso u vrbIcu 	No_AUX	not_perf	intrans	modal		
neznAm d imAlo crkvenjAci 	No_AUX	not_perf	intrans	modal		
mə tAj muškAl nIje Imao ni gOdinu 	No_AUX	not_perf	trans	non_modal		
ali smə imAli jEdno kučEnce 	No_AUX	not_perf	trans	non_modal		
pə imAla jEdna vodenIca vEć skOro u salO 	No_AUX	not_perf	intrans	modal		
ni se kO Oče okUpa ni nIkoga ne ni imAla kao mAlo 	No_AUX	not_perf	intrans	modal		
i imAlo i drUštvo u 	No_AUX	not_perf	intrans	modal		
prodAvnicunu i sAd imAli m aj gotOvo 	No_AUX	not_perf	trans	non_modal		
tO imAlo i mEso 	No_AUX	not_perf	intrans	modal		
lOj imAlo svE tOj 	No_AUX	not_perf	intrans	modal		
ćUti bre pə ranIje imAlo trinAesta plAta kAd se radElo u pdvis u mAjden 	No_AUX	not_perf	intrans	modal		
kupuvAlo se sIne materIjali mAlo u prodAvnice tAd imAlo prodAvnice 	No_AUX	not_perf	intrans	modal		
sedEnjke ovdE na raskRsje pa venEr ne n imAlo ni strUja 	No_AUX	not_perf	intrans	modal		
kOj kO Imal mAlo dete onO uspI ga gdE će da ga vOdi da 	No_AUX	not_perf	trans	non_modal		
i Onda imAlo tRlica 	No_AUX	not_perf	intrans	modal		
se brAle zdrAvac imAlo tAgə 	No_AUX	not_perf	intrans	modal		
a dObro imAlo kUm 	No_AUX	not_perf	intrans	modal		
brAo se kUm imAlo kUm jEste 	No_AUX	not_perf	intrans	modal		
Imalo tAm vetI rAnǵel cRkva 	No_AUX	not_perf	intrans	modal		
pa da imAlo rAnije 	No_AUX	not_perf	intrans	modal		
al imAlo ranIje kAžu da imAlo 	No_AUX	not_perf	intrans	modal		
pa imAlo zAdruge kOd nas 	No_AUX	not_perf	intrans	modal		
i On onAm svetI ilIju imAlo kRs 	No_AUX	not_perf	intrans	modal		
ponEkoga imAlo kUj Umre pa se štEte mlOgo pOmlad 	No_AUX	not_perf	intrans	modal		
imalo ((XXX)) jA dam na svInje 	No_AUX	not_perf	intrans	modal		
nIje imAlo da se Ide u sElo da je kao sƏd što se Ide 	No_AUX	not_perf	intrans	modal		
tə nI nIje tagAj imAlo pEsme 	No_AUX	not_perf	intrans	modal		
el tAd imAlo stOka mnOga 	No_AUX	not_perf	intrans	modal		
el imAlo Ovce mnOgo 	No_AUX	not_perf	intrans	modal		
jə al imAlo ljUdi u sEla 	No_AUX	not_perf	intrans	modal		
pa imAlo zavEḱina u onOj selO pə u onOj selO pa sə se tOj Ide na igrAnku 	No_AUX	not_perf	intrans	modal		
ali kAže tamo prEma vIdovac imAli livAde 	No_AUX	not_perf	intrans	modal		
tA gOre imAla i škOla 	No_AUX	not_perf	intrans	modal		
a ranIje imAlo škOla imAlo škOla imAlo decA imAlo svE 	No_AUX	not_perf	intrans	modal		
a ranIje imAlo škOla imAlo škOla imAlo decA imAlo svE 	No_AUX	not_perf	intrans	modal		
a ranIje imAlo škOla imAlo škOla imAlo decA imAlo svE 	No_AUX	not_perf	intrans	modal		
a ranIje imAlo škOla imAlo škOla imAlo decA imAlo svE 	No_AUX	not_perf	intrans	modal		
pa gOre imAlo i pOp 	No_AUX	not_perf	intrans	modal		
ne sAmo jA imAli jOšte su decA bIli 	No_AUX	not_perf	intrans	modal		
imAlo sedEnḱe pa nakladEmo Oganj 	No_AUX	not_perf	intrans	modal		
((?)) pa ne znAm baš za Olalijete u bAlinci a ovdE imAlo i u dRvnik 	No_AUX	not_perf	intrans	modal		
i ovdEka imAlo Isto 	No_AUX	not_perf	intrans	modal		
a pOsle tOj imAlo i da se kUpi 	No_AUX	not_perf	intrans	modal		
pa se čuvAle kozE imAlo i jAreta pa se zakOlje i jAre pa 	No_AUX	not_perf	intrans	modal		
svE imAlo imAlo svE i u stAre gOdine 	No_AUX	not_perf	intrans	modal		
svE imAlo imAlo svE i u stAre gOdine 	No_AUX	not_perf	intrans	modal		
im/ imAlo kvO imAlo i čebrOvi mAli 	No_AUX	not_perf	intrans	modal		
im/ imAlo kvO imAlo i čebrOvi mAli 	No_AUX	not_perf	intrans	modal		
imAlo tOj se rabotIlo za božIč 	No_AUX	not_perf	intrans	modal		
bUgari imAli prE nego mI 	No_AUX	not_perf	intrans	modal		
tOj bIlo ((XXX)) al imAlo i nArod 	No_AUX	not_perf	intrans	modal		
pOsle imAli rAzni trAktori dolazIše u zAdrugu pa 	No_AUX	not_perf	intrans	modal		
ljUdi i tƏd imAlo iznemOgli 	No_AUX	not_perf	intrans	modal		
jA se ne sEćam al do skOro imAla tA vOda 	No_AUX	not_perf	intrans	modal		
svE imAlo vAjde a ovO • Idem badAva s Ovce 	No_AUX	not_perf	intrans	modal		
jA mOram •• Ujutru tEram na kOla imAlo brE mlEko po še sEdamsto kIla 	No_AUX	not_perf	intrans	modal		
pa nIe imAlo tAj zAlisak dObar 	No_AUX	not_perf	intrans	modal		
i tAko •• Ovaj • izbEglice imAlo u škOlu 	No_AUX	not_perf	intrans	modal		
bis tƏd imAlo brE pOsle oslobogjEnje imAlo igrAnke i na velIgdani na trOicu i na 	No_AUX	not_perf	intrans	modal		
bis tƏd imAlo brE pOsle oslobogjEnje imAlo igrAnke i na velIgdani na trOicu i na 	No_AUX	not_perf	intrans	modal		
Ona sAmo gledAla Imala •• dvA sIna i ćErku 	No_AUX	not_perf	trans	non_modal		
i •• pOsle onI imAli kUqu u potOk 	No_AUX	not_perf	trans	non_modal		
imAli klIniku • i onA lekAr i On lekAr 	No_AUX	not_perf	trans	non_modal		
imAlo Akcenat ali nEamo baš ((laugh)) 	No_AUX	not_perf	intrans	modal		
ja nEsəm imAla osamnAes gOdine 	No_AUX	not_perf	trans	non_modal		
svE imAli sAmo ne kao sAd što se da/ darUje 	No_AUX	not_perf	trans	non_modal		
čUva •• detE bilO mAlo imAlo temperatUricu pa nE e u vrtIḱ/ ovAj mlAǵi 	No_AUX	not_perf	intrans	modal		
Isto imAlo kUvar za svAdbu spremAlo se jElo 	No_AUX	not_perf	intrans	modal		
iznEse kakvO imAlo iz onOj 	No_AUX	not_perf	intrans	modal		
pa nedU tAg imAla kOla 	No_AUX	not_perf	intrans	modal		
nEkada se radElo u sElo imAlo seljAci 	No_AUX	not_perf	intrans	modal		
po •• šes sEdam lEba iz/ iz o/ • nIje imAlo Onda vAngle •• nego dRvene onE 	No_AUX	not_perf	intrans	modal		
niti imAlo tOj povrčAnje nego imAlo posvAdbica tAj 	No_AUX	not_perf	intrans	modal		
niti imAlo tOj povrčAnje nego imAlo posvAdbica tAj 	No_AUX	not_perf	intrans	modal		
a imAlo po dve trI Onda 	No_AUX	not_perf	intrans	modal		
ne • pOsle počElo po jednO a tAd imAlo mnOgo 	No_AUX	not_perf	intrans	modal		
od njU nIje u tImočku krAnu imAlo bOlje kOj da Igra 	No_AUX	not_perf	intrans	modal		
((?)) zatUcani a imAlo srAm 	No_AUX	not_perf	intrans	modal		
pa imAli imAnje po štIpinu 	No_AUX	not_perf	intrans	modal		
u ((?)) u dOm imAlo mEsna zAjednica 	No_AUX	not_perf	intrans	modal		
za uz stUbal tU imAla ednA lEle mAjko bOžja 	No_AUX	not_perf	intrans	modal		
i Eto imAli detE pOšlo u škOlu 	No_AUX	not_perf	trans	non_modal		
i svE onOj imAla onA stAn 	No_AUX	not_perf	trans	non_modal		
brAiću imAla onA pa nEče brAića da dadU da 	No_AUX	not_perf	trans	non_modal		
i tOj ne nIje ni imAlo brE da se kupUje ovAk na dEcu 	No_AUX	not_perf	intrans	modal		
takOj mOra kUćni kanO nIje imAlo ovAk skUpo 	No_AUX	not_perf	intrans	modal		
jEste brE imAlo krAve krAve pa mlEčne 	No_AUX	not_perf	intrans	modal		
u ovUj kUću imAlo Isto davOjčica 	No_AUX	not_perf	intrans	modal		
smO onAm imAli kOčinku pa Ujutru 	No_AUX	not_perf	trans	non_modal		
i Imalo tAmo stAre stvAri Oni ćUpovi kao 	No_AUX	not_perf	intrans	modal		
imAlo tU mnOgo lEpo bIlo al sAd vIše 	No_AUX	not_perf	intrans	modal		
i imAlo žArče u nekU 	No_AUX	not_perf	intrans	modal		
morAli da stvAramo • kvO trEbe 	No_AUX	not_perf	intrans	modal		
prEko vOde mOrao d Ode 	No_AUX	not_perf	intrans	modal		
morAla zbOg škOlu gOre se 	No_AUX	not_perf	intrans	modal		
morAlo gOre nEmava škOla morAli si da s decA Idu škOlu 	No_AUX	not_perf	intrans	modal		
pa mOrali mOj mUž se zaposlIl alI imAl ni njEg baštA nE dAl On bIl Odličan đAk 	No_AUX	not_perf	intrans	modal		
partizAni ga tEli zapAle 	No_AUX	not_perf	intrans	modal		
a onA mOrala da Ide sas njUUU zAto štO još mAla 	No_AUX	not_perf	intrans	modal		
negO morAlo takO da prodUži 	No_AUX	not_perf	intrans	modal		
ne mOgal da pešAči mOrao da se vOzi 	No_AUX	not_perf	intrans	modal		
((laugh)) htEli kakO da ni tOj 	No_AUX	not_perf	intrans	modal		
pa mOralo da se Ide pod nOž 	No_AUX	not_perf	intrans	modal		
pa i morAla • mOra nEsu u dAli u škOlu da čUva dEcu tu bliznikIti* 	No_AUX	not_perf	intrans	modal		
onAko kAko morAlo se žIvi inAče 	No_AUX	not_perf	intrans	modal		
tI se skOro mOrala udavAla a? 	No_AUX	not_perf	intrans	modal		
a tAg morAlo svAko sinAk da prelEži 	No_AUX	not_perf	intrans	modal		
ne tEli da i dOǵe kOji uzimA tOj 	No_AUX	not_perf	intrans	modal		
i ustAdoše onI ((XXX)) pUta se morAlo poništIlo 	No_AUX	not_perf	intrans	modal		
kƏd səm počEo da tEo da kUpim kombAin Oni svI tEli da su ortAci s mEn 	No_AUX	not_perf	intrans	modal		
morAli tEško ostAvjen • jEdva žIv drAgoslav bi ga nosIl u ((XXX)) 	No_AUX	not_perf	intrans	modal		
mOja ćerka je tU bIla pRve dvE gOdine pa se promEnila učitEljica Onda nIje htEla i Ode za knjAževac 	No_AUX	not_perf	intrans	modal		
onI m/ morAli da ga nebI ga prebIli 	No_AUX	not_perf	intrans	modal		
vEli dOšlo vrEme da mEnjamo žEne 	No_AUX	perf	intrans	non_modal		
Ali sAga dOšlo drUgo 	No_AUX	perf	intrans	non_modal		
sAg dOšlo da ti Uzne 	No_AUX	perf	intrans	non_modal		
kAd bilO tAm razmIrice i On dOšal ovdEkaj 	No_AUX	perf	intrans	non_modal		
a On kAd dOšal Ono nE imAlo nIšta nIgde 	No_AUX	perf	intrans	non_modal		
kAd dOšal On pogodIl mAjstori 	No_AUX	perf	intrans	non_modal		
onA tu dOšla kod nas 	No_AUX	perf	intrans	non_modal		
mAjka j umrEla Otac j umrEl •• svE tO pomRlo 	No_AUX	perf	intrans	non_modal		
trI bAbe bIle i mAjka ••• pUno bIle tOj svE mrElo • jA 	No_AUX	perf	intrans	non_modal		
onA umrEla devedEs pEte ••• Ono mOram ja 	No_AUX	perf	intrans	non_modal		
od tEtku, pa umrEl ovAj sEstra, pa umrEli njOm rodItelji 	No_AUX	perf	intrans	non_modal		
pa m umrEli ćErka prEtprošle gOdine 	No_AUX	perf	intrans	non_modal		
pIta kakO j bilO odAvna kad mrEli ljUdi . 	No_AUX	perf	intrans	non_modal		
i Očuva #de rOde# tagAj očuvAla kAd dOšla ovdE 	No_AUX	perf	intrans	non_modal		
mAjka mi umrEla u trEću gOdinu 	No_AUX	perf	intrans	non_modal		
u nEdelju dOšli po mEn za 	No_AUX	perf	intrans	non_modal		
Oni dOšli na večEru 	No_AUX	perf	intrans	non_modal		
i dOšli ti gOsti 	No_AUX	perf	intrans	non_modal		
onO onA zatOj i dOšla da s 	No_AUX	perf	intrans	non_modal		
ali mrEli mlOgo dAvna ljUdi stAri 	No_AUX	perf	intrans	non_modal		
On dOšal i On i dOšəl 	No_AUX	perf	intrans	non_modal		
ovIje mOji dOšli iz zAječar sIn snAa 	No_AUX	perf	intrans	non_modal		
kAže kod njU dolazIo zmAj Ona umrEla mlAda umOril ju 	No_AUX	perf	intrans	non_modal		
jA ovdEka • umrEla komšIka ednA pa njEna snAja 	No_AUX	perf	intrans	non_modal		
kAd •• mAjka mi umrEla paa ((?)) 	No_AUX	perf	intrans	non_modal		
i dOšal səs vIlu d ubOde mOega sIna 	No_AUX	perf	intrans	non_modal		
i dodIli partizAni da mEsi lEb 	No_AUX	perf	intrans	non_modal		
aa dObro onO jUtros dodIli dodIli onI kod mEne 	No_AUX	not_perf	intrans	non_modal		
aa dObro onO jUtros dodIli dodIli onI kod mEne 	No_AUX	not_perf	intrans	non_modal		
i ednO dvAest jEdnu dAna živEla i umrEla • od tE opekOtine svE 	No_AUX	perf	intrans	non_modal		
onO ovA svekRva ovdE umrEla bilA skOro sIne 	No_AUX	perf	intrans	non_modal		
pa Umrel i pEtar/ šEs mEseca pa Umrel i pEtar 	No_AUX	perf	intrans	non_modal		
jAko mAlko ljUdi dOšlo njigOvi prIjatelji 	No_AUX	perf	intrans	non_modal		
On iz #časštIcu# pa dOšal u sAlačko 	No_AUX	perf	intrans	non_modal		
dOšal u selačkO • oženIl se za tUj ženIcu 	No_AUX	perf	intrans	non_modal		
umrEla jo sestrA • umrEl joj zEt 	No_AUX	perf	intrans	non_modal		
dOšli takA nAd kUḱu onI mu zaklOnjeni 	No_AUX	perf	intrans	non_modal		
a nEki dOšal pa kazAl štO 	No_AUX	perf	intrans	non_modal		
i sAd mu dodIli brAća al jedAn umrEo jedAn dodIli mu iz bEograd mu dolazi i sAg 	No_AUX	perf	intrans	non_modal		
i sAd mu dodIli brAća al jedAn umrEo jedAn dodIli mu iz bEograd mu dolazi i sAg 	No_AUX	perf	intrans	non_modal		
dOšla u lEd i da rAdim 	No_AUX	perf	intrans	non_modal		
z mAjka mi umrEla jA si mAjku ne zn 	No_AUX	perf	intrans	non_modal		
On Esi tI dOšla kOd Ovog čovEka 	No_AUX	perf	intrans	non_modal		
pa slAtko pa ((XXX)) lEk dOšli ga# 	No_AUX	perf	intrans	non_modal		
mEni mAjka umrEla u bOlnicu na Ozren umrEla 	No_AUX	perf	intrans	non_modal		
kad mi mAjka umrEla bAba mi kAže ovAko sIne 	No_AUX	perf	intrans	non_modal		
pa če mAti mi umrEla u pedEs dEvet gOdine i ovOj on/ onA če mi prIča za nEkoga 	No_AUX	perf	intrans	non_modal		
a kad nEma Ono otIšla nEka ćErka i umrEla mlAda Ona otIšla pa rovAla rovAla rovAla znAješ 	No_AUX	perf	intrans	non_modal		
svEkra umrEla • svEkar umrEl 	No_AUX	perf	intrans	non_modal		
sabrAla dOšla kvAčka s pIliči pa pozobAla rAne pa ovOj pa onOj 	No_AUX	perf	intrans	non_modal		
svE dOkle s/ • dOšal božIč 	No_AUX	perf	intrans	non_modal		
tUj mi brAt i snA dodIli pa mi donEli donEli svAšta 	No_AUX	not_perf	intrans	non_modal		
umrEla i onA nEma sAd tOj 	No_AUX	perf	intrans	non_modal		
a mAjka mi umrEla u devedEsettri gOdine 	No_AUX	perf	intrans	non_modal		
bAba nEka Umrla #na zlO na Ime# 	No_AUX	perf	intrans	non_modal		
onA Umrla i onA 	No_AUX	perf	intrans	non_modal		
i dOšla zbOg sInovi imAla dvA sIna 	No_AUX	not_perf	trans	non_modal		
onO svE mOkro onOj pa mi dOšla ovAj snAja iz knjAževac 	No_AUX	perf	intrans	non_modal		
usmrdIl bi se u krEvetu • Umrel #bi# 	No_AUX	perf	intrans	non_modal		
i onA preduzEla i sƏg onI dodIli velI • pEkli rIbe 	No_AUX	not_perf	intrans	non_modal		
Eto • edIno dodIli prIjatelji 	No_AUX	not_perf	intrans	non_modal		
a idE dodIli kristIvoj 	No_AUX	not_perf	intrans	non_modal		
d Ovde dOšla •• i sAd kakO ••• rEkne bOg 	No_AUX	perf	intrans	non_modal		
umrEla je/ nEšto s/ sEva 	AUX	perf	intrans	non_modal		
nAm ••• mAlo mu dOšlo nEzgodno 	No_AUX	perf	intrans	non_modal		
lelEe pa kad dOšli do ovUj selAčku kəpIju 	No_AUX	perf	intrans	non_modal		
a onO dOšal ti ((XXX)) golEm 	No_AUX	perf	intrans	non_modal		
pa tU dOšli u kafAnu i prenOćili nEki pUtnici 	No_AUX	perf	intrans	non_modal		
i dOšlo do zAključak da nEću da Umem da rAdim 	No_AUX	perf	intrans	non_modal		
al dOšla ovdE komšIka 	No_AUX	perf	intrans	non_modal		
i nEma ga slobodAn dOšli mEne gOsti 	No_AUX	perf	intrans	non_modal		
Onda jA otIdem kod rAdicu rAdica prOfesorka dOšal joj dEver tuj 	No_AUX	perf	intrans	non_modal		
pa pOse kUpim/ • dOšal dragOljub iz bRčko dobIl trI golEmi dUkata 	No_AUX	perf	intrans	non_modal		
a onI dOšli pa velE 	No_AUX	perf	intrans	non_modal		
pa kad dOšal moj tetIn roǵEni 	No_AUX	perf	intrans	non_modal		
dOšla u/ səs umAzane nOgde pa pobEgla kod tEbe 	No_AUX	perf	intrans	non_modal		
otIšla səm u bElareku •• dOšli lAsovski mOmci dvAes momkA 	AUX	perf	intrans	non_modal		
On dOšal na pantelEj sestrA mi • devOjka 	No_AUX	perf	intrans	non_modal		
kad ((?)) • On mi dAl mAramu ••• i dOšal tAm • pod prOzori moI On imAl pUt ovAk 	No_AUX	perf	intrans	non_modal		
onOj i ((?)) • dOšal ne znAm vrbIčenin 	No_AUX	perf	intrans	non_modal		
i On dOšal tUj ••• na svAdbu 	No_AUX	perf	intrans	non_modal		
ne vAlja pa dObro ne vAlja el ((?)) • kad • dOšlo ti na sAn kvOš mu prAiš •• kad šnjEvaš 	No_AUX	perf	intrans	non_modal		
dokle On dOšal na Osustvo tE devOjke otIšle • odnEl i vEtar ((laugh)) 	No_AUX	perf	intrans	non_modal		
e ((?)) • na mojU snAjku brAt •• Isto i On dOšal iz vOjsku 	No_AUX	perf	intrans	non_modal		
i ((?)) • kad bilO za nOvu gOdinu • a ((?)) •• On dOšal na Osustvo za nOvu gOdinu 	No_AUX	perf	intrans	non_modal		
Oni dOšli i onI 	No_AUX	perf	intrans	non_modal		
i ((?)) dOšli i onI kod mEne 	No_AUX	perf	intrans	non_modal		
pa kad mi dOšal tAta onO siromAšno stAnje 	No_AUX	perf	intrans	non_modal		
dodIli ljUdi iz knjAževac pa predavAli 	No_AUX	not_perf	intrans	non_modal		
kƏd səm dOšla pOsle 	AUX	perf	intrans	non_modal		
a mOa svekRva znAm kƏd səm dOšla nebEre onE trnjInke cRno 	AUX	perf	intrans	non_modal		
nIkoj ne •• bIl da me • nego sƏg kƏd mi sIn dOšal iz bOlnicu prE 	No_AUX	perf	intrans	non_modal		
((XXX)) njegOvo drUštvo iz sElo dOšlo i •• svO 	No_AUX	perf	intrans	non_modal		
nAmi Edno vrEme kƏd səm jA dOšla pa pOsle 	AUX	perf	intrans	non_modal		
odAvno radElo jA kƏd səm dOšla mOa svekRva ne ((XXX)) onOj poginUl bAš tAd bIl 	AUX	perf	intrans	non_modal		
i jA pOsle kƏd səm dOšla pa mi detE postIže 	AUX	perf	intrans	non_modal		
el na nAs umrElo ednO detEnce bilO 	No_AUX	perf	intrans	non_modal		
Ajde dOšli vEli nEmci dOšli rUsi da bežimO a mI tAg u kOla • krAve pa kOla pa natovArimo svE stvAri takvO za jedenjE takvO ponjAve takvO 	No_AUX	perf	intrans	non_modal		
Ajde dOšli vEli nEmci dOšli rUsi da bežimO a mI tAg u kOla • krAve pa kOla pa natovArimo svE stvAri takvO za jedenjE takvO ponjAve takvO 	No_AUX	perf	intrans	non_modal		
dOšli ovIje j od sOlun 	No_AUX	perf	intrans	non_modal		
u ovdE bilI nEkda dodIli a sAg 	No_AUX	not_perf	intrans	non_modal		
onI dodIli kAd bIl stArac 	No_AUX	not_perf	intrans	non_modal		
umrEla mi mAti umrEl mi baštA pa mAti 	No_AUX	perf	intrans	non_modal		
ijao dOšli partizAni Isto 	No_AUX	perf	intrans	non_modal		
((?)) dOjde vRšalica pa bAš na svEti ilIju dOšla vRšalica tUj u ov nAšu avlIju 	No_AUX	perf	intrans	non_modal		
a On na mUža mi tAj drugAri i dOšal i vozIl me jA sam u onAj kOla mladenevEsta 	No_AUX	perf	intrans	non_modal		
i tAko rAvno bUčje kRsteno dOšli tUrci 	No_AUX	perf	intrans	non_modal		
a mEn kAd umrEla mAjka u nEgotin 	No_AUX	perf	intrans	non_modal		
bAš na mEne tEtka umrEla u 	No_AUX	perf	intrans	non_modal		
pa Idu ljUdi pIju vEle dOšlo pIvo 	No_AUX	perf	intrans	non_modal		
lEle dOšlo pIvo Ajde d Idemo 	No_AUX	perf	intrans	non_modal		
i onA dOšla kOdə 	No_AUX	perf	intrans	non_modal		
dOšli a nEma i gdE 	No_AUX	perf	intrans	non_modal		
zvAli cEla dubrAva dOšla mI smo si zvAli i mI dOsta i onO 	No_AUX	perf	intrans	non_modal		
Ona tAj žEna umrEla ujAše vratIlo stUri se golA pa Ide prAi na ljUdi i maǵIje 	No_AUX	perf	intrans	non_modal		
pə provEla se pə umrEla kakvO će se provOdi 	No_AUX	perf	intrans	non_modal		
umrEla i mAti i baštA 	No_AUX	perf	intrans	non_modal		
dve mi Umrli jEdno ostalo 	No_AUX	perf	intrans	non_modal		
i kAd dOšla vEčerom onA rOdila dEte 	No_AUX	perf	intrans	non_modal		
a onA tA žEna umrEla onE bilE dvE sEstre 	No_AUX	perf	intrans	non_modal		
čIm dOšla kOd kUḱi onA 	No_AUX	perf	intrans	non_modal		
ženA onA umrEla famIlija ne dojdE u pOsetu u 	No_AUX	perf	intrans	non_modal		
kAžu onA sAd umrEla ali zvOno 	No_AUX	perf	intrans	non_modal		
ovdEka na ovOga stArca umrEla žEna 	No_AUX	perf	intrans	non_modal		
pa nezəm mAjka mi Umrla od zapalEnje mOzak 	No_AUX	perf	intrans	non_modal		
kAd dOšla kAd ne dOšla onO 	No_AUX	perf	intrans	non_modal		
a sƏg dOšla medecIna u vrhUncu je i pa se mrE 	No_AUX	perf	intrans	non_modal		
i od jEdan do pEt dOkle dOšal hIrurg 	No_AUX	perf	intrans	non_modal		
ali da ju povedU pa dOšal iz ovOj sElo odozdOl berčInovci 	No_AUX	perf	intrans	non_modal		
dOšli kAže ovdE u komšIlək 	No_AUX	perf	intrans	non_modal		
i ostAnemo bAba mi umrEla pre tOga 	No_AUX	perf	intrans	non_modal		
četRes devEte umrEla takO nEšto •• ranIe od mAter 	No_AUX	perf	intrans	non_modal		
pa s sEqam dObro dOšla Uveče 	No_AUX	perf	intrans	non_modal		
səs tOj drUštvo kOe dOšlo ovdE da asvaltIru 	No_AUX	perf	intrans	non_modal		
navadžIje pa • dOšli da me prOse 	No_AUX	perf	intrans	non_modal		
pa jA evAm nekI ljUdi • tUj dOšli i pitUju me kakO se pOpre živElo a jA/ 	No_AUX	perf	intrans	non_modal		
onI dOšli •• gOsti 	No_AUX	perf	intrans	non_modal		
svAki gradAnac koI dOšal On si donEo kokOšku pEčenu 	No_AUX	perf	intrans	non_modal		
i onI dOšli i 	No_AUX	perf	intrans	non_modal		
bOg/ • dOšal ḱErkice lIčno bOg po mEne 	No_AUX	perf	intrans	non_modal		
. da mi se smEu ljudI umrEla u rumEnku 	No_AUX	perf	intrans	non_modal		
vIdelo dOšlo do kOnca 	No_AUX	not_perf	intrans	non_modal		
bOg takvO mu dOšlo u glavU i u blEsu 	No_AUX	perf	intrans	non_modal		
mAti mu umrEla lEle 	No_AUX	perf	intrans	non_modal		
zarobIli nAšli zarobIli kolkO zarobIli onI oterAli tAm 	No_AUX	perf	trans	non_modal		
a kAd nOću Esi čUla šakAli ? 	No_AUX	not_perf	trans	non_modal		
i •• krstIvoj • nEgde čUli Ime žIžica 	No_AUX	not_perf	trans	non_modal		
Ali #nIs# čUli • pa se povrnUli 	No_AUX	not_perf	trans	non_modal		
i decA čUla Ajde čIka ljUbo da nas vOziš 	No_AUX	not_perf	trans	non_modal		
dOne Išal u dRva pa nAšal One jabUkovače 	No_AUX	perf	trans	non_modal		
pa bUkovače nAšal na ((?)) ((?)) na 	No_AUX	perf	trans	non_modal		
Ono ((?)) •• iz svAku kUḱu ljUdi • čUli štO ga tEraju 	No_AUX	not_perf	trans	non_modal		
kakO s čUla da sam tražIla Ona dalA na mAter da mi dadE onA mi dadE jA ga stiskA stiskA onO 	No_AUX	not_perf	trans	non_modal		
tAm nAšli sIr vEli 	No_AUX	perf	trans	non_modal		
On dotrčAl i nAšal ni gOre u plAninu 	No_AUX	perf	trans	non_modal		
sƏm takA čUla vEli da imAlo nEšto pa osEnji 	AUX	not_perf	trans	non_modal		
ni čUli ni vidEli ni znAmo 	No_AUX	not_perf	trans	non_modal		
jA čUla da vIna 	No_AUX	not_perf	trans	non_modal		
esi čUla za tOj ? 	No_AUX	not_perf	trans	non_modal		
kad čUli pcEta •••• čUli mIris 	No_AUX	not_perf	trans	non_modal		
kad čUli pcEta •••• čUli mIris 	No_AUX	not_perf	trans	non_modal		
jEste me lAko nAšli ? 	No_AUX	perf	trans	non_modal		
i oprAštam ti svE Este l čUli tUj prIču ? 	No_AUX	not_perf	trans	non_modal		
a mOja svekRva čUla za dEda žIvana u lEnovci 	No_AUX	not_perf	trans	non_modal		
i ovdE su ••• i ovdE se •• bombarduvAli •• i ovdE se čUla ••• tOj takOj 	No_AUX	not_perf	trans	non_modal		
i ovdE su ••• i ovdE se •• bombarduvAli •• i ovdE se čUla ••• tOj takOj 	No_AUX	not_perf	trans	non_modal		
a u selO ne se čUlo da imAlo 	No_AUX	not_perf	trans	non_modal		
jel si/ jEste čUli vI za gajdAra 	No_AUX	not_perf	trans	non_modal		
nEgo sAmo sa čUla i jA tOj prAznjujem 	No_AUX	not_perf	trans	non_modal		
sAmo nAšli od njEga pAtike 	No_AUX	perf	trans	non_modal		
ne ne Al onA tOj č/• slušAla kAd pričAli na televIzu tO im trEba za lEkovi za ne znAm kakvO jOšte 	No_AUX	not_perf	trans	non_modal		
a onI rAnije tOj gledAli da spU • svI na jednU strAn da lEgnu 	No_AUX	not_perf	trans	non_modal		
